Swap #	Nswaps (direction corrected)	Timestep	Time	dTime	TimeRatio	Swap direction	X size	Y size	Surface area	-dS	-dS/S0	OLD Subavalanche #	OLD Subavalanche start	Subavalanche #	Subavalanche start	Subavalanche end	Swap bond c.x	Swap bond c.y	Swap bond c.z	Distance to previous swap	Distance to prev assoc swap	Atom1	Atom2
1859	1731	2255771	6467.313	0.816	1.00012619	-1	1831.190	1827.370	3346261.67030	119456.33510	0.03446799	29		545			1065.42000	1788.66000	0.00000	41.34847	11.39150	30904	32991
1860	1732	2255951	6467.853	0.540	1.00008350	-1	1831.190	1827.360	3346243.35840	119474.64700	0.03447327	29		545			1046.44500	1800.46500	0.00000	22.34745	11.21531	37007	38301
1861	1733	2256220	6468.660	0.807	1.00012477	-1	1831.190	1827.360	3346243.35840	119474.64700	0.03447327	29		547			1631.64500	329.07500	0.00000	1583.49221	27.05938	15149	15740
1862	1732	2256282	6468.846	0.186	1.00002875	1	1831.190	1827.360	3346243.35840	119474.64700	0.03447327	29		545		545	1045.79000	1819.02500	0.00000	1600.99253	18.57155	36717	39660
1863	1733	2257205	6471.615	2.769	1.00042805	-1	1831.180	1827.340	3346188.46120	119529.54420	0.03448911	29		546	546	546	737.28950	1171.15500	0.00000	717.57097	717.57097	29717	29894
1864	1734	2257297	6471.891	0.276	1.00004265	-1	1831.180	1827.340	3346188.46120	119529.54420	0.03448911	29		548	548		103.27080	1808.78500	0.00000	899.19504	899.19504	24391	27240
1865	1735	2257614	6472.842	0.951	1.00014694	-1	1831.180	1827.330	3346170.14940	119547.85600	0.03449440	29		548			81.07455	1799.77500	0.00000	23.95524	23.95524	24720	26595
1866	1736	2258101	6474.303	1.461	1.00022571	-1	1831.180	1827.320	3346151.83760	119566.16780	0.03449968	29		548			127.58050	1787.50500	0.00000	48.09736	32.30789	24835	28812
1867	1737	2258190	6474.570	0.267	1.00004124	-1	1831.180	1827.320	3346151.83760	119566.16780	0.03449968	29		547			1647.86500	335.90200	0.00000	2102.00291	17.59819	13796	19091
1868	1736	2258266	6474.798	0.228	1.00003521	1	1831.180	1827.320	3346151.83760	119566.16780	0.03449968	29		548		548	94.55815	1806.51500	0.00000	2139.03361	9.00351	21646	27240
1869	1737	2258668	6476.004	1.206	1.00018626	-1	1831.180	1827.320	3346151.83760	119566.16780	0.03449968	29		547		547	1647.85500	346.08600	0.00000	2132.03752	10.18400	14402	19778
1870	1738	2260758	6482.274	6.270	1.00096819	-1	1831.160	1827.300	3346078.66800	119639.33740	0.03452079	29		549	549	549	1307.35500	1347.66500	0.00000	1057.87558	1057.87558	33173	35993
1871	1739	2261058	6483.174	0.900	1.00013884	-1	1831.160	1827.300	3346078.66800	119639.33740	0.03452079	29		550	550	550	29.80100	1133.04500	0.00000	1295.45589	1295.45589	20550	29456
1872	1740	2262014	6486.042	2.868	1.00044238	-1	1831.140	1827.290	3346023.81060	119694.19480	0.03453662	29		551	551	551	1633.97000	255.96150	0.00000	1828.28708	1828.28708	15822	17630
1873	1741	2262440	6487.320	1.278	1.00019704	-1	1831.140	1827.290	3346023.81060	119694.19480	0.03453662	29		552	552	552	811.81500	1666.91000	0.00000	1633.00781	1633.00781	21881	24864
1874	1742	2266835	6500.505	13.185	1.00203243	-1	1831.110	1827.260	3345914.05860	119803.94680	0.03456829	29		554	554		1199.62500	1738.94000	0.00000	394.44254	394.44254	35257	37257
1875	1743	2266961	6500.883	0.378	1.00005815	-1	1831.110	1827.260	3345914.05860	119803.94680	0.03456829	29		554			1217.82000	1727.17000	0.00000	21.67005	21.67005	32495	38385
1876	1744	2268869	6506.607	5.724	1.00088050	-1	1831.110	1827.230	3345859.12530	119858.88010	0.03458414	29		554			845.11500	1815.91000	0.00000	383.12375	362.76951	20734	28225
1877	1745	2269130	6507.390	0.783	1.00012034	-1	1831.110	1827.230	3345859.12530	119858.88010	0.03458414	29		553	553	553	16.23500	1220.23000	0.00000	1020.72362	1020.72362	20555	25113
1878	1746	2269638	6508.914	1.524	1.00023420	-1	1831.100	1827.230	3345840.85300	119877.15240	0.03458941	29		554			1102.97500	1805.65000	0.00000	1234.39070	117.43699	32497	34214
1879	1747	2270727	6512.181	3.267	1.00050193	-1	1831.100	1827.220	3345822.54200	119895.46340	0.03459470	29		554			1098.98000	1814.20000	0.00000	9.43729	9.43729	32690	36469
1880	1746	2270969	6512.907	0.726	1.00011148	1	1831.100	1827.210	3345804.23100	119913.77440	0.03459998	29		554			1111.50000	1804.25000	0.00000	15.99228	8.63919	32497	34913
1881	1747	2271021	6513.063	0.156	1.00002395	-1	1831.100	1827.210	3345804.23100	119913.77440	0.03459998	29		554			1102.50000	1801.41000	0.00000	9.43746	4.26652	30941	32497
1882	1748	2271497	6514.491	1.428	1.00021925	-1	1831.090	1827.200	3345767.64800	119950.35740	0.03461054	29		554			1094.81000	1789.70000	0.00000	14.00929	14.00929	35760	39582
1883	1747	2271790	6515.370	0.879	1.00013493	1	1831.090	1827.200	3345767.64800	119950.35740	0.03461054	29		554			1098.65500	1814.23500	0.00000	24.83446	0.32688	32690	36469
1884	1748	2272903	6518.709	3.339	1.00051248	-1	1831.080	1827.190	3345731.06520	119986.94020	0.03462109	29		554			1097.16500	1771.67000	0.00000	42.59107	18.18315	30802	34641
1885	1747	2273288	6519.864	1.155	1.00017718	1	1831.080	1827.190	3345731.06520	119986.94020	0.03462109	29		554		554	1120.61500	1762.07000	0.00000	25.33895	25.33895	35388	38466
1886	1748	2280699	6542.097	22.233	1.00341004	-1	1831.050	1827.150	3345603.00750	120114.99790	0.03465804	29		555	555		803.64800	963.70650	0.00000	858.98333	858.98333	23593	28713
1887	1749	2282783	6548.349	6.252	1.00095566	-1	1831.040	1827.140	3345566.42560	120151.57980	0.03466860	29		555		555	804.67500	975.07500	0.00000	11.41479	11.41479	27738	28789
1888	1750	2287115	6561.345	12.996	1.00198462	-1	1831.010	1827.130	3345493.30130	120224.70410	0.03468970	29		556	556		806.22650	1044.78000	0.00000	69.72226	69.72226	24198	28213
1889	1751	2287912	6563.736	2.391	1.00036441	-1	1831.010	1827.130	3345493.30130	120224.70410	0.03468970	29		556			817.22300	1033.47000	0.00000	15.77464	15.77464	21189	27612
1890	1752	2291220	6573.660	9.924	1.00151194	-1	1830.990	1827.120	3345438.44880	120279.55660	0.03470552	29		556			835.81200	1022.13000	0.00000	21.77491	21.77491	20109	26182
1891	1753	2292628	6577.884	4.224	1.00064256	-1	1830.990	1827.110	3345420.13890	120297.86650	0.03471081	29		556			832.40300	1043.33500	0.00000	21.47727	21.47727	21212	26393
1892	1754	2294499	6583.497	5.613	1.00085331	-1	1830.990	1827.100	3345401.82900	120316.17640	0.03471609	29		556			811.50900	946.88350	0.00000	98.68866	79.07384	25248	26567
1893	1755	2296534	6589.602	6.105	1.00092732	-1	1830.980	1827.100	3345383.55800	120334.44740	0.03472136	29		556		556	812.46900	1084.29500	0.00000	137.41485	137.41485	27293	28364
1894	1756	2319333	6657.999	68.397	1.01037953	-1	1830.900	1827.040	3345127.53600	120590.46940	0.03479523	30	30	557	557		1456.53000	1525.47000	0.00000	780.67276	780.67276	33330	37055
1895	1757	2321874	6665.622	7.623	1.00114494	-1	1830.890	1827.030	3345090.95670	120627.04870	0.03480579	30		557			1458.39500	1507.02000	0.00000	18.54402	18.54402	33745	34843
1896	1758	2322116	6666.348	0.726	1.00010892	-1	1830.890	1827.030	3345090.95670	120627.04870	0.03480579	30		560	560		463.28150	1477.41500	0.00000	995.55378	995.55378	22400	25379
1897	1759	2322537	6667.611	1.263	1.00018946	-1	1830.890	1827.030	3345090.95670	120627.04870	0.03480579	30		557			1457.49000	1516.96000	0.00000	994.99465	8.56398	34167	35682
1898	1760	2323887	6671.661	4.050	1.00060741	-1	1830.880	1827.020	3345054.37760	120663.62780	0.03481634	30		560			458.37050	1500.67000	0.00000	999.25229	23.76790	21783	28128
1899	1761	2324068	6672.204	0.543	1.00008139	-1	1830.880	1827.020	3345054.37760	120663.62780	0.03481634	30		560			453.33050	1466.96500	0.00000	34.07974	14.43000	22285	24136
1900	1762	2324191	6672.573	0.369	1.00005530	-1	1830.880	1827.020	3345054.37760	120663.62780	0.03481634	30		557			1430.52500	1516.83500	0.00000	978.46620	26.96529	30127	33677
1901	1763	2324416	6673.248	0.675	1.00010116	-1	1830.880	1827.010	3345036.06880	120681.93660	0.03482163	30		557			1450.92000	1472.86000	0.00000	48.47429	34.96829	32228	35025
1902	1764	2324610	6673.830	0.582	1.00008721	-1	1830.880	1827.010	3345036.06880	120681.93660	0.03482163	30		557			1472.28500	1464.37000	0.00000	22.99007	22.99007	30889	37794
1903	1765	2324886	6674.658	0.828	1.00012407	-1	1830.880	1827.010	3345036.06880	120681.93660	0.03482163	30		557			1412.59000	1518.53000	0.00000	80.60272	18.01492	30101	38824
1904	1766	2325030	6675.090	0.432	1.00006472	-1	1830.880	1827.020	3345054.37760	120663.62780	0.03481634	30		557			1448.55000	1481.93000	0.00000	51.30966	9.37453	37759	38642
1905	1767	2325232	6675.696	0.606	1.00009079	-1	1830.880	1827.020	3345054.37760	120663.62780	0.03481634	30		560			442.99000	1470.22000	0.00000	1005.62818	10.84071	20589	22537
1906	1768	2325814	6677.442	1.746	1.00026155	-1	1830.880	1827.010	3345036.06880	120681.93660	0.03482163	30		557			1459.76500	1459.41500	0.00000	1016.83241	13.46486	37314	38218
1907	1769	2326681	6680.043	2.601	1.00038952	-1	1830.870	1827.010	3345017.79870	120700.20670	0.03482690	30		557			1487.02000	1478.07500	0.00000	33.03075	20.12330	33817	35753
1908	1770	2327019	6681.057	1.014	1.00015180	-1	1830.870	1827.010	3345017.79870	120700.20670	0.03482690	30		557			1463.08500	1456.93500	0.00000	31.93405	4.14401	30086	37314
1909	1771	2327446	6682.338	1.281	1.00019174	-1	1830.870	1827.010	3345017.79870	120700.20670	0.03482690	30		557			1479.43000	1470.89500	0.00000	21.49513	9.67609	30361	35520
1910	1772	2327734	6683.202	0.864	1.00012930	-1	1830.870	1827.010	3345017.79870	120700.20670	0.03482690	30		560			430.62350	1471.98500	0.00000	1048.80707	12.49182	21506	26696
1911	1773	2328578	6685.734	2.532	1.00037886	-1	1830.870	1827.010	3345017.79870	120700.20670	0.03482690	30		557		557	1507.22000	1495.90500	0.00000	1076.86220	26.94344	34377	39487
1912	1774	2328959	6686.877	1.143	1.00017096	-1	1830.870	1827.000	3344999.49000	120718.51540	0.03483218	30		560			439.58500	1480.82500	0.00000	1067.74149	12.58785	20914	29301
1913	1775	2329776	6689.328	2.451	1.00036654	-1	1830.860	1827.000	3344981.22000	120736.78540	0.03483745	30		558	558	558	946.55400	1002.42650	0.00000	697.05286	697.05286	34868	35340
1914	1776	2329930	6689.790	0.462	1.00006907	-1	1830.850	1827.000	3344962.95000	120755.05540	0.03484272	30		560			523.78350	1483.63500	0.00000	640.54392	84.24538	24205	26584
1915	1777	2330214	6690.642	0.852	1.00012736	-1	1830.850	1826.990	3344944.64150	120773.36390	0.03484801	30		560			428.35200	1442.50500	0.00000	103.91751	29.56738	29218	29704
1916	1778	2330487	6691.461	0.819	1.00012241	-1	1830.850	1826.990	3344944.64150	120773.36390	0.03484801	30		560			511.87600	1476.86000	0.00000	90.31348	13.69997	26727	28719
1917	1779	2330522	6691.566	0.105	1.00001569	-1	1830.850	1826.990	3344944.64150	120773.36390	0.03484801	30		560			431.60900	1501.01500	0.00000	83.82276	21.70835	21140	21983
1918	1780	2330835	6692.505	0.939	1.00014033	-1	1830.850	1826.990	3344944.64150	120773.36390	0.03484801	30		560			431.58150	1488.92500	0.00000	12.09003	11.38710	25137	26277
1919	1781	2331450	6694.350	1.845	1.00027568	-1	1830.850	1826.990	3344944.64150	120773.36390	0.03484801	30		560			497.84950	1497.69500	0.00000	66.84580	25.11653	21129	28600
1920	1782	2331936	6695.808	1.458	1.00021780	-1	1830.850	1826.980	3344926.33300	120791.67240	0.03485329	30		560			488.41000	1491.31000	0.00000	11.39616	11.39616	20287	23801
1921	1783	2333032	6699.096	3.288	1.00049105	-1	1830.850	1826.970	3344908.02450	120809.98090	0.03485857	30		560			454.35750	1506.82000	0.00000	37.41835	23.47748	25339	25742
1922	1784	2333819	6701.457	2.361	1.00035244	-1	1830.840	1826.960	3344871.44640	120846.55900	0.03486913	30		560			455.74500	1494.63000	0.00000	12.26871	12.26871	27951	28128
1923	1785	2335606	6706.818	5.361	1.00079998	-1	1830.830	1826.950	3344834.86850	120883.13690	0.03487968	30		560			324.02150	1516.98000	0.00000	133.60615	130.73140	26272	27857
1924	1786	2335826	6707.478	0.660	1.00009841	-1	1830.830	1826.950	3344834.86850	120883.13690	0.03487968	30		560			427.74650	1525.98000	0.00000	104.11472	32.79102	28100	29998
1925	1787	2336204	6708.612	1.134	1.00016907	-1	1830.830	1826.950	3344834.86850	120883.13690	0.03487968	30		559	559	559	1449.24000	1582.72000	0.00000	1023.06813	1023.06813	32484	33708
1926	1786	2337550	6712.650	4.038	1.00060191	1	1830.830	1826.930	3344798.25190	120919.75350	0.03489025	30		560			406.38850	1371.51500	0.00000	1064.02387	155.93460	24346	24934
1927	1785	2339280	6717.840	5.190	1.00077317	1	1830.830	1826.920	3344779.94360	120938.06180	0.03489553	30		560			400.98150	1360.81000	0.00000	11.99303	11.99303	23156	29861
1928	1786	2339709	6719.127	1.287	1.00019158	-1	1830.820	1826.920	3344761.67440	120956.33100	0.03490080	30		561	561		1663.15000	1671.46500	0.00000	1299.83686	1299.83686	36308	39653
1929	1787	2340984	6722.952	3.825	1.00056927	-1	1830.820	1826.900	3344725.05800	120992.94740	0.03491137	30		561			1675.24500	1688.82500	0.00000	21.15794	21.15794	34013	37199
1930	1788	2341247	6723.741	0.789	1.00011736	-1	1830.820	1826.900	3344725.05800	120992.94740	0.03491137	30		560			428.21850	1428.75500	0.00000	1273.85694	73.20094	25181	26657
1931	1789	2341355	6724.065	0.324	1.00004819	-1	1830.820	1826.900	3344725.05800	120992.94740	0.03491137	30		562	562		1088.79500	1628.75500	0.00000	690.18933	690.18933	37116	38075
1932	1790	2341671	6725.013	0.948	1.00014099	-1	1830.820	1826.900	3344725.05800	120992.94740	0.03491137	30		560			432.72150	1420.94500	0.00000	688.19869	9.01516	23733	25335
1933	1791	2341705	6725.115	0.102	1.00001517	-1	1830.820	1826.900	3344725.05800	120992.94740	0.03491137	30		562		562	1087.86000	1623.51500	0.00000	685.74125	5.32276	35443	37116
1934	1792	2341868	6725.604	0.489	1.00007271	-1	1830.820	1826.890	3344706.74980	121011.25560	0.03491665	30		561			1686.82000	1707.67000	0.00000	604.84308	22.11594	30394	30526
1935	1793	2341917	6725.751	0.147	1.00002186	-1	1830.820	1826.890	3344706.74980	121011.25560	0.03491665	30		560			436.44950	1409.89000	0.00000	1285.34016	11.66666	20982	21536
1936	1794	2342226	6726.678	0.927	1.00013783	-1	1830.810	1826.890	3344688.48090	121029.52450	0.03492192	30		561			1703.26000	1717.30500	0.00000	1303.57693	19.05536	31666	39022
1937	1795	2343400	6730.200	3.522	1.00052359	-1	1830.800	1826.880	3344651.90400	121066.10140	0.03493247	30		561		561	1699.62500	1704.89500	0.00000	12.93141	12.93141	30824	31108
1938	1796	2343638	6730.914	0.714	1.00010609	-1	1830.810	1826.880	3344670.17280	121047.83260	0.03492720	30		560		560	438.26800	1399.71500	0.00000	1297.75048	10.33623	21344	26790
1939	1797	2350927	6752.781	21.867	1.00324874	-1	1830.770	1826.810	3344468.94370	121249.06170	0.03498526	30		563	563	563	1687.90000	1288.13500	0.00000	1254.60362	1254.60362	35631	37935
1940	1798	2353112	6759.336	6.555	1.00097071	-1	1830.780	1826.800	3344468.90400	121249.10140	0.03498528	30		564	564		594.10850	1177.64000	0.00000	1099.35844	1099.35844	22516	29204
1941	1799	2353297	6759.891	0.555	1.00008211	-1	1830.770	1826.800	3344450.63600	121267.36940	0.03499055	30		564		564	583.97450	1168.57000	0.00000	13.60010	13.60010	21894	25819
1942	1800	2360605	6781.815	21.924	1.00324325	-1	1830.740	1826.770	3344340.90980	121377.09560	0.03502221	30		565	565	565	466.79950	1368.90000	0.00000	232.08207	232.08207	26498	29146
1943	1801	2404168	6912.504	130.689	1.01927051	-1	1830.640	1826.640	3343920.24960	121797.75580	0.03514359	31	31	566	566		1207.23000	883.94400	0.00000	885.10996	885.10996	16990	17402
1944	1802	2404449	6913.347	0.843	1.00012195	-1	1830.640	1826.630	3343901.94320	121816.06220	0.03514887	31		566		566	1211.86500	907.06950	0.00000	23.58542	23.58542	10846	17583
1945	1803	2425272	6975.816	62.469	1.00903600	-1	1830.590	1826.590	3343737.38810	121980.61730	0.03519635	32	32	567	567		757.48000	418.56500	0.00000	667.15993	667.15993	5992	7841
1946	1804	2426205	6978.615	2.799	1.00040124	-1	1830.590	1826.590	3343737.38810	121980.61730	0.03519635	32		567			767.13400	439.16700	0.00000	22.75175	22.75175	5644	9533
1947	1805	2426839	6980.517	1.902	1.00027255	-1	1830.580	1826.590	3343719.12220	121998.88320	0.03520162	32		567			759.37600	433.74750	0.00000	9.46348	9.46348	667	5472
1948	1806	2428353	6985.059	4.542	1.00065067	-1	1830.580	1826.590	3343719.12220	121998.88320	0.03520162	32		567			778.34300	436.05000	0.00000	19.10624	11.63432	9630	9974
1949	1807	2430908	6992.724	7.665	1.00109734	-1	1830.580	1826.590	3343719.12220	121998.88320	0.03520162	32		567			782.46500	458.86500	0.00000	23.18437	23.18437	5230	8330
1950	1808	2431463	6994.389	1.665	1.00023810	-1	1830.580	1826.590	3343719.12220	121998.88320	0.03520162	32		567			791.90800	461.42400	0.00000	9.78359	9.78359	6281	8462
1951	1809	2432402	6997.206	2.817	1.00040275	-1	1830.570	1826.580	3343682.55060	122035.45480	0.03521217	32		567			803.81500	473.35050	0.00000	16.85284	16.85284	9347	9586
1952	1810	2433535	7000.605	3.399	1.00048577	-1	1830.580	1826.580	3343700.81640	122017.18900	0.03520690	32		567			808.79450	393.44450	0.00000	80.06100	70.04546	2849	5206
